datetime,subjID,sex,CODED,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,LANGUAGE,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,professor_int_rating,professor_acc_rating,soccer.hooligan_int_rating,soccer.hooligan_acc_rating,correct_raw,skipped_raw,CORRECT_PCT,correct_skip_pct,COUNTRY,test_cond,enough_males
20170213-112359,par125,male,0,soccer hooligan,"Daily life: Watch TV football matches, Eat a lot of junk food, work a lot in weekdays just to get the money for purchasing tickets and support my team. I will possibly have no real fans as they won't drink with me in the pub, cuz I will force them to support my team, with anger and threats. I will act on impulse, don't care about consequecnces, antisocial, possibly hate police a lot. My only hobby is to get to the football field and ruin other fans good day. ",Uganda,FALSE,ASCII,TRUE,Coypu,FALSE,Earth,TRUE,12,TRUE,Phillipines,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Pillar,FALSE,Isobars,TRUE,21,TRUE,Mitsubishi,FALSE,360,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Blue Knight,FALSE,Continental Rise,FALSE,Fascist,TRUE,X Rays,FALSE,Salvador Dali,FALSE,Colorado River,FALSE,In the spine,FALSE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Elastin,FALSE,Spain,FALSE,21,cognitive neuroscience,cantonese,0,4th year or higher,"empathy, theory of mind","cognitive task, neurological assessment",no idea,1,"narcissism, reckless behaviours on answering task 2.",1,"Not sure, but it should have",no,0,65,17,40,14,14,0,46.66666667,46.66666667,UK,0,1
20170213-120514,par126,male,1,professor,"On  a day to day basis I supervise PHD students to ensure that they are on track with their research, I also prepare lecture materials and guidelines for modules that junior lecturers and tutors should follow.

Personal characteristics of a professor is I really enjoy learning and the process of education. I also enjoy speaking to people and lectures give me a good platform to do this.

My hobbies are I like to read novels, solve puzzles and challenge myself in difficult activities such math games. Also consistently go to the gym.",Botswana,TRUE,HTML,FALSE,Muskrat,FALSE,Uranus,FALSE,12,TRUE,Bangledesh,FALSE,Leg,FALSE,Dick Turpin,FALSE,Brass,FALSE,Pillar,FALSE,Isotherms,FALSE,20,FALSE,Mitsubishi,FALSE,180,TRUE,Mars,FALSE,Mikhail Gorbachev,TRUE,Temperature,FALSE,Deep Blue,TRUE,Continental Abyss,FALSE,Communist,FALSE,Stethoscope,FALSE,Pablo Picasso,TRUE,Rio Grande,TRUE,In the spine,FALSE,Siberia,TRUE,Jupiter,TRUE,Mozart,FALSE,Wind speed,FALSE,Keratin,TRUE,France,TRUE,24,management,ENGLISH,0,4th year or higher,Academia,General Knowledge,No idea,1,"As professors may be characterised as academic than most peoples, they may be more informed about general knowledge",0,NA,It was a great study.,1,75,22,43,9,11,0,36.66666667,36.66666667,UK,0,1
20170213-130027,par127,male,1,professor,"I wake up and head to uni, where a long day of work awaits. I have my first class at room 401B, where I teach Economics 101. I love teaching people my passion, and it fulfills me so much when people in my class actually understand what's going on.
After that, I go to my office, where I start reviewing a ton of assignments, this is probably the most boring part of my job, but I still try to do it with enthusiasm, after all, I would like my teacher to do that.
People say I am excited and dedicated about what I do, that is a good think, I guess.
Sometimes I stay a bit after leaving hour, just to finish preparing tomorrow's class, and if I don't finish, I can always do it in the train going back home.",Botswana,TRUE,ASCII,TRUE,Beaver,FALSE,Mars,FALSE,8,FALSE,0,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Bronze,TRUE,Wave,TRUE,Fronts,FALSE,21,TRUE,General Motors,TRUE,360,FALSE,Venus,TRUE,Nikita Krushchev,FALSE,Pressure,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Handel,FALSE,Wind speed,FALSE,Keratin,TRUE,France,TRUE,20,Computer Science.,"Spanish, Catalan.",0,2nd year,"Don't know. I remember reading but I didn't care much to be honest, so I guess I forgot.","Same as for task 1. I just realized I have a very bad short-term memory, I wonder why.",To test people's creativity and general knowledge.,1,"The more creative someone is, the more they think the general knowledge questions, maybe?",1,"It made me focus primarily on one thing, so I couldn't focus as much for the next task.",Not really.,1,52,17,22,13,17,1,56.66666667,58.62068966,UK,0,1
20170214-111721,par128,male,0,soccer hooligan,"my daily life would be playing football and watching football matches.
Spending money on expensive jerseys.
talks loudly with profanities.Playing football on almost a daily basis and disregard the importance of education.My passion would be to play football as frequently as possible.invest my time and money in football activities and always dare to try on something challenging.The intentions to vandalise things would be high.The intentions of being wanting to be very assertive.
",Botswana,TRUE,HTML,FALSE,Beaver,FALSE,Mars,FALSE,12,TRUE,0,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Iceberg,FALSE,Fronts,FALSE,21,TRUE,Chrysler,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Blue Knight,FALSE,Continental Abyss,FALSE,Fascist,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,Rio Lobos,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Collagen,FALSE,France,TRUE,19,"civil engineering
",Mandarin,0,1st year,evaluating capabilities.,general knowledge,"no idea
",1,the link would be the IQ level between one party and another.,0,NA,none,1,80,24,44,13,17,1,56.66666667,58.62068966,UK,0,1
20170215-112938,par129,male,0,soccer hooligan,"I am passionate about football. I'd go out for miles to support my team. I also love beer and am quite a heavyweight. I can chug at least 5 pints non-stop. No problem. I work as a truck driver, carrying cargo across the southern half of England. It is my sole responsibility to make sure all the goods arrive from one place to the other safely, without any problems. Although the pay isn't that good and the work can be tedious, it is what supports my family and my love for football. People tell me I'm quite passionate with everything, but that can turn out wrong sometimes, especially when a match is involved. It can make me aggressive, and I cross the line.  ",Botswana,TRUE,HTML,FALSE,Beaver,FALSE,Mars,FALSE,6,FALSE,Pakistan,FALSE,Foot,FALSE,Sweeney Todd,FALSE,Bronze,TRUE,Iceberg,FALSE,Isotherms,FALSE,21,TRUE,Mitsubishi,FALSE,180,TRUE,Mercury,FALSE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Deep Thought,FALSE,Continental Slope,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Rio Rojo,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,19,Psychology and Language Sciences,Japanese,0,1st year,neurology,cognitive psychology,How task types affect memory,1,The two being different conditions measuring the same variable,0,NA,no,1,50,17,50,13,16,0,53.33333333,53.33333333,UK,0,1
20161018-175615,par13,Female,1,professor,"In my daily life, I wake up at 7am get ready and eat breakfast before I leave the house and drive to work. Once I arrive I go to my office and prepare for my day of lectures. When I finish the day, I return home, eat dinner whilst watching television. Then I read articles/journals/books until I go to sleep unless I have work to do for lectures the next day which I will prioritise. 
My personality characterisitics are relaxed, calm, passionate (about my subject), friendly and patient. 
My passion is in my subject. My hobbies include reading books, keeping updated with the news in my subject. 
I also enjoy spending time with my partner and keepn",Botswana,TRUE,HTML,FALSE,Capybara,TRUE,Mars,FALSE,6,FALSE,Bangladesh,FALSE,Foot,FALSE,Guy Fawkes,TRUE,Bronze,TRUE,Iceberg,FALSE,Isotherms,FALSE,21,TRUE,Ford,FALSE,180,TRUE,Saturn,FALSE,Boris Yeltsin,FALSE,Radiation,TRUE,Blue Knight,FALSE,Continental Abyss,FALSE,Republic,FALSE,X Rays,FALSE,Henri Matisse,FALSE,Rio Grande,TRUE,In the spine,FALSE,Ukraine,FALSE,Neptune,FALSE,Mozart,FALSE,Air temperature,FALSE,Keratin,TRUE,France,TRUE,18,psychology,ENGLISH,1,1st year,social,social,stereotypical representations + general knowledge,0,NA,0,NA,no,1,90,30,28,12,10,0,33.33333333,33.33333333,UK,0,1
20170216-154211,par130,male,1,professor,If I was auniversity professor my daily activites would be to lecturing University Students as well as researching and trying to publish the research in academic journals. The typical activites that I would do are lecturing as well maybe holding seminars in regards to my field.The typical personality of a university professor are that they would be curious to discuss and learn new things as well as being outgoing and friendly to their students so that they can get their students attentions. My hobbies as a  university  professor would be reading researching and writing about new things in my field as well as attending conferences and seminars to discuss new ideas and research in my field.,Botswana,TRUE,ASCII,TRUE,Capybara,TRUE,Earth,TRUE,12,TRUE,India,TRUE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,General Motors,TRUE,180,TRUE,Venus,TRUE,Boris Yeltsin,FALSE,Radiation,TRUE,Deep Blue,TRUE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,Rio Grande,TRUE,In the lungs,FALSE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,24,law,ENGLISH,0,4th year or higher,Good,Not so hard,scaleing and comparing general knowledge and creativity,1,intelligence,0,NA,no,1,80,26,30,8,26,0,86.66666667,86.66666667,UK,0,1
20170223-170608,par131,male,0,soccer hooligan,"1. throwing cans and bottles
2. shouting in public
3. cause trouble with opposing fans
4. chant team anthems
5. Mischievous situations
5. go to a local pub
6. Drink a lot of beer
7. Shout harsh chants at opposing fans
8. represent your team with merchandise",Uganda,FALSE,Wordpad,FALSE,Beaver,FALSE,Pluto,FALSE,8,FALSE,Pakistan,FALSE,Arm,TRUE,Sweeney Todd,FALSE,Solder,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,90,FALSE,Mars,FALSE,Boris Yeltsin,FALSE,Radiation,TRUE,Blue Knight,FALSE,Continental Rise,FALSE,Democracy,FALSE,South America,FALSE,Paul Cezanne,FALSE,Rio Grande,TRUE,In the throat,TRUE,Ukraine,FALSE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Collagen,FALSE,France,TRUE,18,none,ENGLISH,0,2nd year,How much you can write about a certain subject,Knowledge of all areas,Test knowledge,0,NA,0,NA,none,1,74,17,60,14,11,0,36.66666667,36.66666667,UK,0,1
20170303-175324,par132,male,0,soccer hooligan,"In my daily life as a soccer hooligan, I spend the week waiting for Saturdays so that the football is on. I walk around in a hoody and tracksuit with my mates and we just wander around the streets doing nothing. I have a job that I don't enjoy and I try and skive from it whenever I can. I drink beer cans all day. When I go home I just put the TV on and lie on the couch, or lie in my room with rap music on. I don't have any hobbies except playing football in the park now and then with friends, but I prefer to just watch my team and shout abuse at the other team. We like to let the fans of the other team know we could beat them up. I go to all the away matches too and we vandalise the other cities we go to so that they know who we are and that we've been. 
My personality is quite closed off and I'm quite aggressive all the time. I prefer to not talk about my feelings and if people don't do things my way I get angry.The more drinks I have the angrier I get and the louder I become.",Uganda,FALSE,HTML,FALSE,Capybara,TRUE,Earth,TRUE,12,TRUE,India,TRUE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,Mitsubishi,FALSE,360,FALSE,Venus,TRUE,Boris Yeltsin,FALSE,Rainfall,FALSE,Deep Blue,TRUE,Continental Shelf,TRUE,Communist,FALSE,Penicillin,TRUE,Salvador Dali,FALSE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,21,Medicine,ENGLISH,0,4th year or higher,English,Psychology,No idea,1,No idea,0,NA,Very intrigued.,1,70,15,35,5,20,0,66.66666667,66.66666667,UK,0,1
20170306-134640,par133,male,1,professor,I wake up at 6am and have a small bowl of porridge. I then do my morning run before coming back and having a shower. I then get the commute to work via train which is always bloody packed and there is this one guy who stinks out the whole carriage. I get into the department at around 9am. I make sure to respond to any emails and student inquries. I prep myself on the lecture that I am to give at 11am. I notice that half the students are either still half asleep or drunk from the night before but thats okm because I am going to give the lecture regardless and if the stupid bastards are not going to get their tution fees value for money then on there head be it. AFter finsihing lectures at 1pm I get lunch which I packed myself. I then have to attend fdpatrment meetings to ensure that all the correct paperwork and rotas have being fufilled as well as planning or external events and internal speakers we have ,Zaire,FALSE,HTML,FALSE,Capybara,TRUE,Uranus,FALSE,12,TRUE,India,TRUE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,180,TRUE,Mercury,FALSE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,Colorado River,FALSE,In the lungs,FALSE,Siberia,TRUE,Jupiter,TRUE,Handel,FALSE,Wind speed,FALSE,Keratin,TRUE,France,TRUE,24,law,ENGLISH,0,4th year or higher,understanding,general knowledge,no idea,0,NA,0,NA,no,1,23,19,14,2,17,0,56.66666667,56.66666667,UK,0,1
20170306-143031,par134,male,0,soccer hooligan,"I will still lead a normal work life during the day, but you will expect my workplace to be filled with objects, photos and match tickets of my favourite team. After work, I will most probably be spending much time on video games on football, most probably online, managing my favourite team, and cursing whenever my team loses. I am also quite impatient, while not always hot-tempered. Furthermore, I am very good at finding excuses--both for the bad form of my team and maybe this habit will have influenced me to do the same for my own limitations and wrongdoings. During the mathdays, you can find me either in the stadium or in a local bar together with friends, cheering whene",Botswana,TRUE,ASCII,TRUE,Beaver,FALSE,Earth,TRUE,8,FALSE,Pakistan,FALSE,Arm,TRUE,Sweeney Todd,FALSE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,Mitsubishi,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Deep Blue,TRUE,Continental Abyss,FALSE,Fascist,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Saturn,FALSE,Handel,FALSE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,20,BIOCHEMISTRY,"MANDARIN
",0,1st year,Self-description as football hooligan,[5],"no idea
",1,maybe it was testing how when someone think about a specific topic affects his general knowledge?,0,NA,nope,0,73,13,46,13,19,0,63.33333333,63.33333333,UK,0,1
20170307-121950,par135,male,1,professor,"I mainly do the teaching and research; as a professor, I am patient, humbled and honest. My typical hobbies are reading and sporting.           ",0,FALSE,HTML,FALSE,Coypu,FALSE,Uranus,FALSE,8,FALSE,Bangledesh,FALSE,Leg,FALSE,Sweeney Todd,FALSE,Solder,FALSE,Pillar,FALSE,Cyclones,FALSE,21,TRUE,Chrysler,FALSE,180,TRUE,Venus,TRUE,Boris Yeltsin,FALSE,Temperature,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,0,FALSE,Pablo Picasso,TRUE,Rio Rojo,FALSE,In the throat,TRUE,Ukraine,FALSE,Jupiter,TRUE,Tchaikovsky,TRUE,Wind speed,FALSE,Elastin,FALSE,Spain,FALSE,24,"Linguistics
",Mandarin,0,1st year,Language,Language,To test participants' knowledge about being a pilot,0,NA,0,NA,No,1,74,15,40,12,9,2,30,32.14285714,UK,0,1
20170310-104929,par136,male,1,professor,"my daily life includes overseeing my teams research, carrying out experiments, analysis and writing up papers as well as lecturing to students in my subject. my personaltiy characteristics would be intelligence, concentration, patience, good at speaking to people/presenting and ambitious. My hobbies can be anything really, climbing,biking, reading etc. ",Zaire,FALSE,HTML,FALSE,Capybara,TRUE,Pluto,FALSE,12,TRUE,Pakistan,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Cyclones,FALSE,21,TRUE,Ford,FALSE,180,TRUE,Mars,FALSE,Alexander Popov,FALSE,Radiation,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Democracy,FALSE,Stethoscope,FALSE,Paul Cezanne,FALSE,Rio Rojo,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Handel,FALSE,Wind speed,FALSE,Keratin,TRUE,France,TRUE,20,psychology,ENGLISH,0,1st year,social psychology,"cognitive psychology
",no idea,1,"thinking of the professor may prime a persojn to think more intelectually prehaps improving peformance in general knowledge questions
",1,primed me for iq,no,1,80,27,50,13,14,0,46.66666667,46.66666667,UK,0,1
20170313-092053,par137,male,0,soccer hooligan,"In daily life I spend most f my time hanging around at my house, and the house of other soccer hooligans, generally just lounging around an finding new inventive ways to disturb society and cause havoc at football matches. I am genreally grumpy, easily irritbakle and sometimes violent if personally provoked or if friends around me are subject to any nonsense. I enjoy causing trouble and bringing mess and ruin to the events at football matches, and this aspect continues over into all aspects of my life. I enjoy watching football hgihlights, shouting at the TV, laughing around with mates at the pub as soon as it open, and then stumbling home after a great day/evening of betting and gambling - whether that is online, between friends over a game of pool or at the casino.  I enjoy the risk of breaking the law. I, and my pals, get a thrill from douing what we know she not be done. At the end of the day the we enjoy running from the police.",Botswana,TRUE,HTML,FALSE,Capybara,TRUE,Pluto,FALSE,6,FALSE,Bangledesh,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,Ford,FALSE,180,TRUE,Mercury,FALSE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Deep Blue,TRUE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Saturn,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Collagen,FALSE,France,TRUE,22,linguistics,ENGLISH,0,4th year or higher,antisocial behaviour (psychology),"Psyhcolgy
(age and general knowledge)","To see how people of differing ages and intellects perceive people from differing backgrounds?
",1,Previous Q.,0,NA,N/A,1,70,18,30,8,20,0,66.66666667,66.66666667,UK,0,1
20170314-173925,par138,male,0,soccer hooligan,"1. Troublesome
2. loud
3. passionate
4.daring
5. chanting
6.wearing team shirt
7.attending matches daily
8. swear   
9. start conflict with opposing team
10. go to a local pub",Zimbabwe,FALSE,HTML,FALSE,Beaver,FALSE,Pluto,FALSE,12,TRUE,Bangledesh,FALSE,0,FALSE,Guy Fawkes,TRUE,Pewter,FALSE,Iceberg,FALSE,Isotherms,FALSE,15,FALSE,Ford,FALSE,180,TRUE,Mars,FALSE,Nikita Krushchev,FALSE,Rainfall,FALSE,King Blue,FALSE,Continental Shelf,TRUE,Communist,FALSE,Penicillin,TRUE,Paul Cezanne,FALSE,Rio Rojo,FALSE,In the nose,FALSE,Ukraine,FALSE,Saturn,FALSE,Beethoven,FALSE,Wind speed,FALSE,Elastin,FALSE,Spain,FALSE,18,none,ENGLISH,0,2nd year,soccer hooligans,geography ,knowledge,0,NA,0,NA,no,1,55,19,46,20,5,1,16.66666667,17.24137931,UK,0,1
20170316-134516,par139,male,1,professor,"I split my time between preparing my classes. liasing with students/other professors and undertaking research in my specified area of study. I am professional, dedicated and interesting in my topic, I have a passion for my own learning and that of others. I am interested in a variety of topics and spend much of my time reading around my subject. Outside of this, my hobbies are similar to that of the general population - reading, exercising etc.
 ",Zaire,FALSE,ASCII,TRUE,Capybara,TRUE,Mars,FALSE,12,TRUE,Bangledesh,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Bronze,TRUE,Pillar,FALSE,Cyclones,FALSE,25,FALSE,Mitsubishi,FALSE,360,FALSE,Mars,FALSE,Mikhail Gorbachev,TRUE,Temperature,FALSE,Blue Knight,FALSE,Continental Slope,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Saturn,FALSE,Tchaikovsky,TRUE,Relative humidity,FALSE,Keratin,TRUE,France,TRUE,19,"LIngustics
",ENGLISH,0,1st year,Emotion?,Knowledge?,No idea,0,NA,0,NA,NO,1,66,20,40,7,14,0,46.66666667,46.66666667,UK,0,1
20161019-135249,par14,male,0,soccer-hooligan,"I would wake up late daily, and would not be bothered about school at all. Homework is definetly not a priority and would go to school should i feel like it. In the afternoon, i would drop by the soccer pitch to play a few matches with my friends there. Following that we would go to the pub to have dinner with beer. If there are soccer matches been screened, i would stay up all night watching these matches with my friends over cups and cups of alcohol. Only when i feel that the night is done, would i stop and go home. Along the way, if i notice anyone staring at me, i would walk up to him and hit him, until he is down on the floor or runs away. I would probably have a short tempter, and get agitated easily. I would live like this on and on, without a care in the world, for tomorrow or my future.",Botswana,TRUE,HTML,FALSE,Beaver,FALSE,Earth,TRUE,12,TRUE,Pakistan,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,General Motors,TRUE,90,FALSE,Venus,TRUE,Boris Yeltsin,FALSE,Radiation,TRUE,Deep Blue,TRUE,Continental Abyss,FALSE,Fascist,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,Colorado River,FALSE,In the throat,TRUE,Kazakhstan,FALSE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Collagen,FALSE,Greece,FALSE,20,Psychology,ENGLISH,0,1st year,Social Psychology,Developmental Psychology,No idea,1,"A soccer-hooligan might likely skip school, and as a result be less educated in general knowledge in this sense",0,NA,No,0,85,15,30,8,17,0,56.66666667,56.66666667,UK,0,1
20170402-133513,par140,male,0,soccer hooligan,"On weekends, I meet up with my friends to go to a football game. We drink lager on the way to the match and sing chants about our team and the rival teams. We arrive half an hour before the match and continue drinking outside the stadium. We hang around the entrances and try and find people who are wearing shirts for the other team, to provoke them. If our team wins, we go out and drink some more. If they lose, we are more likely to pick fights with fans of the other team and sometimes break things around the stadium. I am boisterous and enjoy drinking with my friends. I like my team and I like cheering for them.",Botswana,TRUE,ASCII,TRUE,Beaver,FALSE,Earth,TRUE,12,TRUE,India,TRUE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,Chrysler,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Deep Blue,TRUE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,22,theoretical physics,ENGLISH,0,4th year or higher,imagination,learning,To see how well we remembered the initial information after being distracted by the tasks.,0,NA,0,NA,no,1,85,20,25,6,24,0,80,80,UK,0,1
20170403-123526,par141,male,0,soccer hooligan,"In my daily life, I work in an office, doing a standard 9 - 5 job to pay bills, support my lifestyle, etc. My typical activities during the day are fairly mundane, but after work I always head out to have a pint or three with my mates. I like to have a laugh, unwind, and I'm generally the life of the party - after all, I need to do something to compensate for the boredom of work. After a few pints, I tend to get much more relaxed and much more callous in my humour, but with my mates it's always pretty safe. The best days, though, are the weekends. I go to see football every other weekend - and if I could help it, it would be every weekend. I love Arsenal. Man U fans can suck it. When I head out to a game, I love to let myself go. I totally loose myself to a good back of Guinness, and I shout my heart out - especially against Man U fans. Sometimes I offend people, sometimes I break things, but who cares? I dont do it every day.",Botswana,TRUE,ASCII,TRUE,Muskrat,FALSE,Uranus,FALSE,8,FALSE,India,TRUE,Foot,FALSE,Guy Fawkes,TRUE,Bronze,TRUE,Wave,TRUE,Isobars,TRUE,21,TRUE,General Motors,TRUE,360,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Deep Blue,TRUE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,19,Psychology & Language Sciences,ENGLISH,0,1st year,Social Psychology,Cognitive Psychology,Demand characteristics: to what extent do participants try to give what they think the experimenter wants based on overt knowledge of the task and the field.,1,"Objective vs subjective knowledge elicitation
",0,NA,I am very curious how many participants answered the soccer hooligan question by imagining the person holistically rather than just within one box of behaviour.,1,70,10,40,8,24,0,80,80,UK,0,1
20170404-115908,par142,male,1,professor,"In my daily life, I will be reading newspapers while drinking a cup of coffee before I start my day in the university. I will be giving lectures and conducting seminar classes with my students from morning until afternoon. When I am home, I will be preparing for my presentation slides and assessment questions for my students. I will be a very calm, intelligent, dilligent and patient person. My hobbies will be reading and fishing.",0,FALSE,HTML,FALSE,Capybara,TRUE,Mars,FALSE,12,TRUE,India,TRUE,Neck,FALSE,Guy Fawkes,TRUE,Bronze,TRUE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,Ford,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Blue Knight,FALSE,Continental Abyss,FALSE,Communist,FALSE,South America,FALSE,Pablo Picasso,TRUE,Colorado River,FALSE,In the spine,FALSE,Ukraine,FALSE,Saturn,FALSE,Handel,FALSE,Air pressure,TRUE,Keratin,TRUE,Greece,FALSE,22,Law,Malay Language,0,2nd year,behaviour,general knowledge,how level of general knowledge affects your likelihood of being/understanding a professor's characteristics,1,Professors tend to be more knowledgeable and know all the answers,0,NA,no,0,77,27,38,7,14,1,46.66666667,48.27586207,UK,0,1
20170404-142222,par143,male,1,professor,"I usually expend my nights reading, not only for the modules I teach, but also general literature. During the day I teach half-time undergraduate students, while the rest of the time I attend masters and PhD students both in seminars and in personal tutoring and supervision. I often travel abroad for conferences and colloquia and I am usually compelled to write for academic journals, as well as books.

I am an assertive person who does not tollerate ignorance and wants to cast light wherever possible, while recognising that it is a project that'll probably fail because of the vast dimension of knowledge. I am devoted to knowledge, I feel the urge to know more and I also feel the urge to share that knowledge with someone else. I am critical and capable of addressing the msot difficult issues. I have a strong fierceful personality and I do not bargain with knowledge.",Botswana,TRUE,HTML,FALSE,Capybara,TRUE,Earth,TRUE,8,FALSE,Bangledesh,FALSE,Foot,FALSE,Guy Fawkes,TRUE,Bronze,TRUE,Iceberg,FALSE,Isobars,TRUE,25,FALSE,Chrysler,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Blue Knight,FALSE,Continental Abyss,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,24,Law,Spanish,0,4th year or higher,University Professors,General Knowledge,no idea,1,a professor must be as holistic as possible in what he or she knows ,0,NA,no,1,71,18,4,1,20,0,66.66666667,66.66666667,UK,0,1
