datetime,subjID,sex,CODED,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,LANGUAGE,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,professor_int_rating,professor_acc_rating,soccer.hooligan_int_rating,soccer.hooligan_acc_rating,correct_raw,skipped_raw,CORRECT_PCT,correct_skip_pct,COUNTRY,test_cond,enough_males
20170306-122628,12,F,1,professor,"In my daily life as a professor I am teaching, reseraching, and reading. As a university professor I am intelligent, hardworking, and want to help young people learn about my specialty. (I also tend to be a little uptight and very organized). My typicla activities include inducting research and reading as much as I possibly can. I also write articles that I hope will be published in an academic journal. ",Zimbabwe,FALSE,Wordpad,FALSE,Capybara,TRUE,Earth,TRUE,12,TRUE,India,TRUE,9,FALSE,Robin Hood,FALSE,Brass,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,Chrysler,FALSE,180,TRUE,Mars,FALSE,0,FALSE,Underground,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Communist,FALSE,Penicillin,TRUE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Neptune,FALSE,Handel,FALSE,Relative humidity,FALSE,Keratin,TRUE,Germany,FALSE,18,Sociology ,ENGLISH,1,1st year,Im not sure ,Im not sure ,grasp a students general knowledge ,1,What general knowledge do we have compared to a professor,0,NA,no,0,85,17,35,3,14,1,46.66666667,48.27586207,CANADA,2,0
20170306-131449,13,F,0,soccer hooligan,"In my daily life as a soccer holligan I spend most of my time thinking or looking at soccer games, I make lots of bets with my friends about who is going to win the game that day, then at night we go to the bar and have drinks. 
My typical activities include, drinking at sports bars, playing soccer with my friends whenever I can, spending lots and lots of time on my phone looking at scores and stats about the games. 
My personality is very strong, I beileve its my way or no way, I am always right especially when it comes to talking about sports specifically soccer. I am very knowledgeable when it comes to sports and it my usual point of topic with whoever I am having a conversation with. 
My passions are obviously soccer and sports in general, I also love to go to the bars and have a couple drinks with friends, friends are a hige part of my life as wel",Zimbabwe,FALSE,HTML,FALSE,Beaver,FALSE,Earth,TRUE,6,FALSE,India,TRUE,12,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Fronts,FALSE,21,TRUE,Chrysler,FALSE,180,TRUE,Venus,TRUE,Alexander Popov,FALSE,In trees,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Communist,FALSE,Penicillin,TRUE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Ukraine,FALSE,Saturn,FALSE,Beethoven,FALSE,Wind speed,FALSE,Collagen,FALSE,France,TRUE,18,Child and Youth Study ,ENGLISH,1,1st year,Soccer holligans ,Level of difficulty on questions 1 being the easiest and 5 being the hardest. ,No idea ,0,NA,0,NA,No ,0,65,20,50,12,15,0,50,50,CANADA,2,0
20170306-142301,15,F,0,soccer hooligan,"whats up? I loove to party and have bangers with the boys, we always invite the hot girls over for hot tub parties and get loaded. I spend my days by the pool or gaming, dads set up a bunch of money for me and ive been living off of that for so long it feels like itll never run out. ",Botswana,TRUE,ASCII,TRUE,Muskrat,FALSE,Uranus,FALSE,8,FALSE,Bangledesh,FALSE,12,TRUE,Guy Fawkes,TRUE,Bronze,TRUE,Wave,TRUE,Isobars,TRUE,21,TRUE,Ford,FALSE,360,FALSE,Venus,TRUE,Alexander Popov,FALSE,In trees,TRUE,Blue Knight,FALSE,Continental Rise,FALSE,Communist,FALSE,Penicillin,TRUE,Brass,FALSE,Colorado River,FALSE,In the throat,TRUE,Ukraine,FALSE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,18,Psych,ENGLISH,1,1st year,dont know,dont know,no idea,1,no idea,0,NA,no,0,70,18,40,10,17,0,56.66666667,56.66666667,CANADA,2,0
20170306-143321,16,F,1,professor,"In my daily life, I am teaching classes and following through with research that I will eventually try to publish, in what time I have, that is. My typical activities may include doing work in my office, when I am not lecturing, grading assignments and tests, and drinking copious amounts of coffee. I would like to think of myself as approachable to my students. To the best of my abilities, I will try to help my students understand the material and the assignments. I would also make dry jokes during my lectues. My typical hobbies would be doing research in the bio chem lab, mostly.",Zimbabwe,FALSE,HTML,FALSE,Capybara,TRUE,Earth,TRUE,8,FALSE,Bangledesh,FALSE,12,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isotherms,FALSE,21,TRUE,Ford,FALSE,90,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,In trees,TRUE,Deep Thought,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,18,Science communication,ENGLISH,1,1st year,"do not remember	",do not remember,no idea,0,NA,0,NA,No,0,85,25,40,15,21,0,70,70,CANADA,2,0
20170306-151628,18,F,1,professor,"During my daily life I am sure I spend time researching materials to present to my classes to always teach up to date material, and live a normal life. COok supper for my family, and do the things that i enjoy. I don think that being a professor would change the things I enjoy doing. I would hope a professor is a passionate and caring human being, however this is not always the case. I dont think being a professor would make me less inclined to go out on the weekends if i wanted to, i would just stay away from student bars. i would make sure that things for my classes are always marked time effectively and i would give students a chance to correct their answers. i would also GIVE STUDENTS REVIEWS. i dont think its fair to generalize professors because theyre all different outside of work and since im not a professor i cant give an accurate answer for this because im not a professor",Uganda,FALSE,HTML,FALSE,Capybara,TRUE,Pluto,FALSE,6,FALSE,Pakistan,FALSE,11,FALSE,Sweeney Todd,FALSE,Brass,FALSE,Iceberg,FALSE,Fronts,FALSE,21,TRUE,Ford,FALSE,120,FALSE,Venus,TRUE,Boris Yeltsin,FALSE,In rivers,FALSE,Blue Knight,FALSE,Continental Slope,FALSE,Communist,FALSE,X Rays,FALSE,Brass,FALSE,Colorado River,FALSE,In the nose,FALSE,Kazakhstan,FALSE,Saturn,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Elastin,FALSE,France,TRUE,18,"english
",ENGLISH,1,1st year,to see if we generalize professors ,i have no idea because i just clicked the third option for all the questions as i did not realistically know any of them. if they wanted this to be a successful study questions should probably be more realistic and vary from education levels.,no clue,1,no idea,0,NA,no,1,75,25,50,15,6,0,20,20,CANADA,2,0
20170306-151714,19,F,1,professor,"During a typical day, I run through different video's and materials that I can take back to my class and relate back to the cirriculum that I am supposed to have done. I not only teach university classes but I also take part in experiments and different activities throughout the university. I make sure that I have time to talk to my students and that they understand the material, especially for first year students as this is a new adjustment for them, and to have a huge load of work without a lot of explanation is something that they aren't used too. I want to be open for my students, so they don't feel threatened to come and talk to me, so they can feel like I understand where they are coming from because I have been there in their shoes before. I am passionate about teaching, that is why I became a teacher, to explain things to the students and let them know about what I am passionate about is very exciting for me. That is a huge passion for me, the love of teaching.",Botswana,TRUE,0,FALSE,Capybara,TRUE,Pluto,FALSE,12,TRUE,Bangledesh,FALSE,15,FALSE,Sweeney Todd,FALSE,Brass,FALSE,Iceberg,FALSE,Fronts,FALSE,21,TRUE,Ford,FALSE,360,FALSE,Mars,FALSE,Mikhail Gorbachev,TRUE,Underground,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Iron,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Mozart,FALSE,Wind speed,FALSE,Keratin,TRUE,Germany,FALSE,19,Child and Youth,ENGLISH,1,1st year,As a University Professor,As a student,No idea,1,To understand that with the general knowledge questions the professors have to not only know but answer them as well,0,NA,No,0,65,26,40,10,13,1,43.33333333,44.82758621,CANADA,2,0
20170306-151834,20,F,0,soccer hooligan,"If I were a soccer hooligan, I maybe constantly watching soccer, or participating in soccer related events. I may be a soccer coach myself, and play soccer in a competitive leauge, or just for fun with my friends. I do not miss a single soccer game played on television, and it is most of my conversation topics. I am very athletic, and very competive when it comes to anything. I make everything a competition, and always want to win. I am constantly thinking about soccer, and past games that I had watched. When watching soccer I like to drink with my friends who are also very into the game of soccer. I have several favorite teams, and several favorite players. I also have teams/players that make me feel very angry and violent when they don't do something I want them to do, or do something I don't want them to do.",Zimbabwe,FALSE,Morse Code,FALSE,Capybara,TRUE,Pluto,FALSE,12,TRUE,Bangledesh,FALSE,12,TRUE,Dick Turpin,FALSE,Brass,FALSE,Wave,TRUE,Isotherms,FALSE,21,TRUE,Chrysler,FALSE,360,FALSE,Mars,FALSE,Boris Yeltsin,FALSE,Underground,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Communist,FALSE,Penicillin,TRUE,Iron,TRUE,Colorado River,FALSE,In the throat,TRUE,Belarus,FALSE,Saturn,FALSE,Beethoven,FALSE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,18,"Psychology
",ENGLISH,1,1st year,Soccer,Random Knowledge,I have no idea,0,NA,0,NA,NO,1,75,15,35,10,11,0,36.66666667,36.66666667,CANADA,2,0
20170307-091717,21,F,0,soccer hooligan,"As a soccer hooligan I enjoy attending games with my fellow soccer hooligans, and then after we win (because obviously we're always going to win, I'm also clearly very cocky,) we go to the bar for drinks. When I go to the bar with my team, we all sit around at a table directly in the middle of the room because we all love to be the center of attention. We all get pitchers of beer and be obnoxiously loud about how good we are, how sexy we are, and the fact that we won our game (again!) Any of the girls that come in here adore us, and seeing as they do, we don't have to be nice. We can call them names and try to neglect them and make them come home with us, because we all know that they're just begging us to bring them home when they come in dressed as they are, but then again, wo doesn't adore us? My team and I are inseperable, we even make a good team on the streets for out dashing good looks, huge egos, and just being awesome in general. At the end of the day I go home with my uniform, wash it and hang it up, and then clean my cleats, because what else would I be doing (other than sleeping with whoever I brought from that bar?) This is my life as a socer hooligan, being the appitamy of all man kind.",Botswana,TRUE,HTML,FALSE,Capybara,TRUE,Pluto,FALSE,6,FALSE,Pakistan,FALSE,12,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Iceberg,FALSE,Fronts,FALSE,21,TRUE,General Motors,TRUE,360,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,Underground,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Communist,FALSE,Stethoscope,FALSE,Copper,FALSE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Neptune,FALSE,Mozart,FALSE,Wind speed,FALSE,Collagen,FALSE,Spain,FALSE,18,child and youth study,ENGLISH,1,1st year,Greg,Greg,no idea,0,NA,0,NA,no,0,60,15,25,9,10,0,33.33333333,33.33333333,CANADA,2,0
20170307-092450,22,F,0,soccer hooligan,"i watch and follow up on football matches especially my favorite teams.
i meet up with my friends at a pub to watch and discuss football.
i drink beer when watching the game. 
i getalways have discussions about football when i meet my friends.
i make bets on the game.
i want to be a football player or a coach someday.
i want to live at a football game.
i want to teams to win at all times.
i have a football fun club",Botswana,TRUE,ASCII,TRUE,Muskrat,FALSE,Earth,TRUE,12,TRUE,India,TRUE,9,FALSE,Sweeney Todd,FALSE,Brass,FALSE,Pillar,FALSE,Isotherms,FALSE,21,TRUE,Chrysler,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Underground,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Fascist,TRUE,Stethoscope,FALSE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Ukraine,FALSE,Mars,FALSE,Mozart,FALSE,Air pressure,TRUE,Collagen,FALSE,Spain,FALSE,19,psychology,akan,1,1st year,soccer hooligan,general questions,no idea,0,NA,0,NA,no,0,50,15,68,19,14,0,46.66666667,46.66666667,CANADA,2,0
20170307-091822,24,M,1,professor,"As a university professor some of my daily tasks would be trying to increase my way of teaching so whatever subject I was teaching the students would be interested in the study.
 
If I was a university professor I would want to be able to help the students has much as I could, I would be easy to approach and anwser any questions that was needed.

My typical passions and hobbies include working with people with disabilies, It is something I have done for a very long time and would like to continue it in the furture.

As a daily life, I would like to attend a small university and teach a few classes while helping with research study on times iI was not teaching classes.  ",Botswana,TRUE,ASCII,TRUE,Coypu,FALSE,Pluto,FALSE,8,FALSE,Phillipines,FALSE,12,TRUE,Guy Fawkes,TRUE,Bronze,TRUE,Wave,TRUE,Cyclones,FALSE,21,TRUE,General Motors,TRUE,180,TRUE,Venus,TRUE,Alexander Popov,FALSE,In rivers,FALSE,Deep Blue,TRUE,Continental Slope,FALSE,Democracy,FALSE,X Rays,FALSE,Brass,FALSE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Mars,FALSE,Handel,FALSE,Wind speed,FALSE,Collagen,FALSE,Greece,FALSE,21,"Child and Youth
",ENGLISH,0,3rd year,"Experiment
",Cognitive,"no idea
",0,NA,0,NA,no,1,50,20,50,20,14,0,46.66666667,46.66666667,CANADA,2,0
